,Unnamed: 0,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
2905,650628,18 November 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2907,650938,17 November 2017,Explosions/Remote violence,Mali,Segou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,
2908,651528,14 November 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2909,651618,14 November 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2911,652331,11 November 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2914,652584,10 November 2017,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,Military Forces of France (2017-)
2917,652913,09 November 2017,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2918,652916,09 November 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
2919,653423,07 November 2017,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2920,653726,06 November 2017,Explosions/Remote violence,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2921,653728,06 November 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2922,653762,06 November 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)
2923,653879,06 November 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
2924,654126,05 November 2017,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2925,654131,05 November 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2926,654516,04 November 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),,,
2927,654824,03 November 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2929,654847,03 November 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
2930,655005,02 November 2017,Battles,Mali,Kidal,Platform of June 14th 2014 movements,CMA: Coordination of Movements of the Azawad,,
2933,655867,31 October 2017,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2935,655996,31 October 2017,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,MAA: Arab Movement of the Azawad (CMA),,
2936,656541,29 October 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2937,656786,28 October 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of France (2017-)
2938,656837,28 October 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2940,657409,26 October 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2941,657671,25 October 2017,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2942,657865,24 October 2017,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2943,657987,24 October 2017,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2944,658179,23 October 2017,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2945,658275,23 October 2017,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2946,658308,23 October 2017,Battles,Mali,Kidal,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,Ansar Dine
2947,658353,23 October 2017,Battles,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2948,658868,21 October 2017,Battles,Mali,Gao,Military Forces of Niger (2011-),Islamic State (Greater Sahara),Military Forces of France (2017-),
2949,659169,20 October 2017,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Platform of June 14th 2014 movements,,
2952,660226,16 October 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2953,660666,15 October 2017,Battles,Mali,Gao,Islamic State (Greater Sahara),MSA: Movement for Azawad Salvation,,
2954,660692,15 October 2017,Battles,Mali,Mopti,GATIA: Imghad Tuareg and Allies Self-Defense Group,Fulani Ethnic Militia (Mali),,Pastoralists (Mali)
2956,661288,12 October 2017,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Unidentified Armed Group (Mali),,
2957,661833,11 October 2017,Battles,Mali,Koulikoro,Military Forces of Mali (2013-2020),Islamist Militia (Mali),,
2958,661926,10 October 2017,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2966,663859,04 October 2017,Battles,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2968,663998,03 October 2017,Explosions/Remote violence,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
2969,664143,03 October 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
2970,664373,02 October 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
2971,664730,01 October 2017,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2972,664975,30 September 2017,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2976,665461,28 September 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2977,665729,27 September 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2979,666388,25 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
2984,666795,24 September 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2985,666890,23 September 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
2986,667055,23 September 2017,Battles,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2989,667421,21 September 2017,Explosions/Remote violence,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2992,667706,20 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2993,667812,20 September 2017,Battles,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2994,667858,20 September 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2996,668807,17 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020) Operational Coordination Mechanism,,
3002,669626,14 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3003,669736,14 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Platform of June 14th 2014 movements,,
3004,669747,13 September 2017,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Unidentified Armed Group (Mali),,
3005,669748,13 September 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
3006,670220,12 September 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3007,670491,11 September 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3010,670991,09 September 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of France (2017-)
3011,671277,08 September 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),Civilians (Mali),,
3012,671457,08 September 2017,Battles,Mali,Mopti,Military Forces of France (2017-),Islamist Militia (Mali),,
3013,672163,06 September 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3014,672273,05 September 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3018,673000,02 September 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3019,673406,31 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3020,673656,30 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3022,674989,25 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3023,675199,25 August 2017,Battles,Mali,Kidal,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,
3025,675441,24 August 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Niger (2011-),,
3026,675511,24 August 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3028,676026,22 August 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
3029,676270,22 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3031,676865,20 August 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3033,676957,19 August 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
3035,677603,17 August 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
3037,678435,14 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Police Forces of Mali (2013-2020) Gendarmerie; Private Security Forces (Mali)
3038,678455,14 August 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3039,678737,14 August 2017,Battles,Mali,Mopti,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of Mali (2013-2020)
3040,678861,13 August 2017,Battles,Mali,Gao,Military Forces of France (2017-),Platform of June 14th 2014 movements,,
3042,680258,09 August 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020),Ansar Dine,
3043,680832,07 August 2017,Battles,Mali,Kidal,Unidentified Armed Group (Mali),MNLA: National Movement for the Liberation of Azawad,,
3045,682272,02 August 2017,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Fulani Ethnic Militia (Mali),Dozo Militia,Pastoralists (Mali)
3046,682388,02 August 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3047,682847,31 July 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3048,683023,31 July 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),,
3052,683485,29 July 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),,,
3054,684078,27 July 2017,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Platform of June 14th 2014 movements,,
3055,684528,26 July 2017,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Platform of June 14th 2014 movements,,
3056,684549,26 July 2017,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Platform of June 14th 2014 movements,,
3058,684876,25 July 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3060,685609,22 July 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),,
3062,685777,22 July 2017,Battles,Mali,Tombouctou,CMA: Coordination of Movements of the Azawad,Military Forces of Mali (2013-2020),,
3063,685984,21 July 2017,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
3064,686701,19 July 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
3066,687165,18 July 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,,MSA: Movement for Azawad Salvation
3067,687253,17 July 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
3068,687305,17 July 2017,Explosions/Remote violence,Mali,Kidal,Unidentified Armed Group (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,Military Forces of France (2017-)
3074,688319,13 July 2017,Battles,Mali,Mopti,Police Forces of Mali (2013-2020) Gendarmerie,JNIM: Group for Support of Islam and Muslims,,
3076,688647,12 July 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,Military Forces of Mali (2013-2020)
3077,688667,12 July 2017,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
3079,688875,11 July 2017,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
3080,688941,11 July 2017,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
3082,688958,11 July 2017,Battles,Mali,Kidal,CMA: Coordination of Movements of the Azawad,Platform of June 14th 2014 movements,,
3083,689208,10 July 2017,Explosions/Remote violence,Mali,Mopti,Unidentified Armed Group (Mali),Civilians (Mali),,
3084,689226,10 July 2017,Battles,Mali,Gao,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),
3085,689318,10 July 2017,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,Fulani Ethnic Militia (Mali),MSA: Movement for Azawad Salvation,MUJAO: Movement for Unity and Jihad in West Africa
3086,689415,09 July 2017,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
3087,689461,09 July 2017,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
3088,689524,09 July 2017,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,Fulani Ethnic Militia (Mali),MSA: Movement for Azawad Salvation,MUJAO: Movement for Unity and Jihad in West Africa
3089,689582,09 July 2017,Battles,Mali,Gao,Unidentified Armed Group (Mali),Platform of June 14th 2014 movements,,
3091,689649,08 July 2017,Battles,Mali,Segou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,Police Forces of Mali (2013-2020) Gendarmerie
3093,689696,08 July 2017,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,Fulani Ethnic Militia (Mali),MSA: Movement for Azawad Salvation,MUJAO: Movement for Unity and Jihad in West Africa
